new_id,Response_ID,Recorded_Date,Location_Latitude,Location_Longitude,input_location,input_category,input_lat,input_lon,distance_m,best_lat,best_lon,sweep,gender,age,race_White,race_Hispanic,race_Black,race_Asian,race_American_Indian,last_30_noshelter,_3year_noshelter,Rank___Level_of_privacy,Rank___Length_allowed_to_stay,Rank___Security_Guards,Rank___Case_Management,Rank___Close_to_transit,Rank___Proximity_to_where_you_st,Rank___Substance_Use_Policy,Rank___Participation_in_rule_mak,Rank___Curfew_Policy,Rank___Pet_Policy,Rank___Partners_Policy,Rank___How_Clean_it_is,Preferred_B1Q1,Preferred_B1Q2,Preferred_B1Q3,Preferred_B1Q4,Preferred_B2Q1,Preferred_B2Q2,Preferred_B2Q3,Preferred_B2Q4,Preferred_B3Q1,Preferred_B3Q2,Preferred_B3Q3,Preferred_B3Q4,Outside_Option_B1Q1,Outside_Option_B1Q2,Outside_Option_B1Q3,Outside_Option_B1Q4,Outside_Option_B2Q1,Outside_Option_B2Q2,Outside_Option_B2Q3,Outside_Option_B2Q4,Outside_Option_B3Q1,Outside_Option_B3Q2,Outside_Option_B3Q3,Outside_Option_B3Q4,trigger___Selected_Choice_Family,trigger___Selected_Choice_Chose_,trigger___Selected_Choice_Divorc,trigger___Selected_Choice_Could_,trigger___Selected_Choice_Rent_i,trigger___Selected_Choice_Evicti,trigger___Selected_Choice_Releas,trigger___Selected_Choice_Other_,trigger___Other__Specify____Text
204,R_gzYnHpW1D65eIIE,2025-07-17 11:43:04,37.94425,-122.349597,23st,junk,,,,37.94425,-122.349597,1.0,Female,38.0,,Hispanic,,,,,No Shelter/Outside,6,4,8,2,5,3,12,1,7,9,10,11,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
205,R_lLPlroakFSCTzOu,2025-07-17 11:43:05,37.944235,-122.349667,23st,junk,,,,37.944235,-122.349667,0.0,Female,,,,Black,,,No Shelter/Outside,No Shelter/Outside,3,6,1,11,5,2,7,9,10,8,4,12,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
206,R_oOtvqxhkSA9EveX,2025-07-18 14:41:02,37.784702,-122.412014,"1599-1555 Yosemite Ave, San Francisco, CA 94124",area_vague,,,,37.784702,-122.412014,1.0,Male,55.0,,Hispanic,,,,No Shelter/Outside,No Shelter/Outside,12,3,5,2,10,6,1,8,7,9,4,11,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
207,R_d9FtIVDkyh7Md4y,2025-07-18 14:59:01,37.784709,-122.412014,Ellis,area_vague,,,,37.784709,-122.412014,1.0,Male,34.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,10,5,6,3,2,9,1,11,7,12,8,4,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,Eviction,,,
208,R_2Hic4JGmtKUjsnv,2025-07-18 15:23:01,37.78456,-122.411772,"1975 4th St, San Francisco, CA 94158",address,37.7647716,-122.3896641,2935.5,37.78456,-122.411772,1.0,Male,33.0,,,Black,,,,No Shelter/Outside,1,5,3,10,6,2,11,7,8,12,9,4,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,Other (Specify),Lost job
209,R_3qSQ16MzAYM96E6,2025-07-18 15:53:21,37.784702,-122.412018,"111 Fairmount Ave, Oakland, CA 94611",address,37.8167292,-122.2609187,13745.0,37.784702,-122.412018,0.0,Male,31.0,,,Black,,,,,1,6,9,2,10,5,7,3,4,11,8,12,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Not on lease
210,R_dtCGW56At1fWWKh,2025-07-18 16:22:05,37.784745,-122.412051,   357 Ellis Street,address,37.7846891,-122.4120162,6.9,37.784745,-122.412051,0.0,Female,63.0,,,Black,,,,,1,3,2,12,5,10,8,7,6,11,9,4,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Fired of theff and dirty living
211,R_oySrq63Fjk4kX70,2025-07-18 16:28:04,37.784708,-122.412018,"500 5th St, San Francisco, CA 94107",address,37.777653,-122.400262,1297.2,37.784708,-122.412018,0.0,Male,57.0,,,,,,No Shelter/Outside,No Shelter/Outside,3,4,7,8,6,9,2,11,5,1,12,10,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Voluntary
212,R_iBdNRxi0nCSpX7S,2025-07-18 16:47:24,37.784717,-122.412029,"610 Leavenworth St, San Francisco, CA 94109",address,37.7866987,-122.4147372,324.3,37.784717,-122.412029,0.0,Male,33.0,White,,,,,No Shelter/Outside,No Shelter/Outside,1,11,8,2,9,3,4,10,6,12,5,7,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,Eviction,,,
213,R_0VMwKZvjU1SQxqz,2025-07-18 16:50:04,37.784708,-122.412009,"37.7851996, -122.4106265",coord_decimal,37.7851996,-122.4106265,133.2,37.784708,-122.412009,1.0,Female,44.0,White,,,,,No Shelter/Outside,No Shelter/Outside,3,5,10,1,8,11,12,4,7,9,6,2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Partner death
214,R_gFNDFj2o7WqXl8p,2025-07-18 17:10:25,37.784703,-122.412027,711 post streer san francisco,area_vague,,,,37.784703,-122.412027,0.0,Female,59.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,3,5,1,12,6,7,8,4,9,11,10,2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
215,R_f6JZDj7SVd0M8ee,2025-07-18 17:16:04,37.78469,-122.412008,"37.7851996, -122.4106265",coord_decimal,37.7851996,-122.4106265,134.0,37.78469,-122.412008,1.0,Male,39.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,3,8,12,2,4,10,9,1,11,5,7,6,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
216,R_nvAGzSgfg7aeE4J,2025-07-25 11:21:55,37.972407,-122.342767,"23rd & visalia richmond, ca",address,37.946701,-122.3555913,3071.5,37.972407,-122.342767,1.0,Female,34.0,,,,Asian,,,,10,5,7,4,3,2,12,8,6,11,9,1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,Could not pay rent,,,Released from jail/prison,,
217,R_jB9fEXMelujcvLR,2025-07-25 11:21:56,37.972438,-122.342478,Rodeway,address,37.7830249,-122.4220225,22188.7,37.972438,-122.342478,1.0,Female,30.0,,Hispanic,,,,No Shelter/Outside,No Shelter/Outside,5,8,3,1,2,6,10,4,9,7,12,11,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",Chose to leave due to issues with family/friend/roommate,,Could not pay rent,,,,,
218,R_fnkrEKseqscO3kg,2025-07-25 11:21:57,37.955482,-122.335647,,missing,,,,37.955482,-122.335647,1.0,Female,24.0,,Hispanic,,,,,,10,3,4,12,5,9,7,11,1,6,8,2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Released from jail/prison,,
219,R_7iuOiCWpOzm4y7k,2025-07-25 11:21:58,37.944495,-122.349843,20 gaynor,address,37.9443707,-122.3431649,585.8,37.944495,-122.349843,0.0,Transgender Man,37.0,,,,Asian,,No Shelter/Outside,No Shelter/Outside,5,8,1,6,10,9,12,2,11,7,3,4,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
220,R_9lHUUHWupGGzwKI,2025-07-25 11:21:59,37.94425,-122.349627,,missing,,,,37.94425,-122.349627,0.0,Male,35.0,,Hispanic,,,,,No Shelter/Outside,8,9,7,5,4,11,12,10,3,6,1,2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,,,,
221,R_gvWJbJgioklUz1V,2025-07-25 11:22:00,37.94418,-122.349658,20 gaynor,address,37.9443707,-122.3431649,569.8,37.94418,-122.349658,1.0,Male,25.0,,,Black,,,,,12,7,11,2,8,10,1,3,5,6,4,9,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,,Chose to leave due to issues with family/friend/roommate,,,,,,,
222,R_g9iQbdwhVILt7cV,2025-07-25 11:22:01,37.946885,-122.348273,23rd,address,37.7553756,-122.3880198,21578.9,37.946885,-122.348273,1.0,Male,55.0,,Hispanic,,,,,,4,7,9,5,12,3,2,11,10,8,6,1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
223,R_kAjLtyT0qQi53a0,2025-07-25 11:22:02,37.946578,-122.347577,Cutting,address,38.4844901,-121.5380613,92624.1,37.946578,-122.347577,1.0,Female,33.0,White,,,,American Indian,,,2,1,4,12,11,9,3,6,10,7,5,8,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,,,,
224,R_fzALG57iIqHHsF7,2025-07-25 11:22:03,37.934918,-122.361827,8th street,address,37.7756897,-122.4109568,18223.2,37.934918,-122.361827,0.0,Transgender Woman,55.0,,,,,,,,11,3,1,8,12,5,9,10,7,6,4,2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
225,R_7GayuJS43rMGwpm,2025-07-25 11:22:04,37.934913,-122.361718,,missing,,,,37.934913,-122.361718,0.0,Female,42.0,,Hispanic,,,,,,9,12,4,10,7,11,6,2,5,8,3,1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
226,R_0GXiPsp8tmuVepX,2025-07-25 14:46:09,37.785118,-122.411525,3415 west st in oakland ca,area_vague,,,,37.785118,-122.411525,0.0,Male,53.0,,,Black,,,,No Shelter/Outside,1,4,5,12,8,9,6,10,3,11,7,2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,Other (Specify),Timed out of transitional housing znd no hekp to find other housing
227,R_8YS7HJEQFGsBJE0,2025-07-25 15:03:30,37.784917,-122.412075,"357 Ellis St, San Francisco, CA 94102",address,37.7846891,-122.4120162,25.9,37.784917,-122.412075,1.0,Male,49.0,White,,,,,No Shelter/Outside,No Shelter/Outside,2,4,6,1,7,11,3,9,10,8,12,5,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,,,,Could not pay rent,,,,,
228,R_lmKGb44rTZpmooT,2025-07-25 15:32:08,37.784712,-122.412019,901 mission streetsan francisco,area_vague,,,,37.784712,-122.412019,0.0,Male,57.0,White,,,,,No Shelter/Outside,No Shelter/Outside,3,5,8,9,6,11,2,7,1,12,10,4,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
229,R_9SesYWHjq92k7ab,2025-07-25 15:34:31,37.784726,-122.412027,"357 Ellis St, San Francisco, CA 94102",address,37.7846891,-122.4120162,4.2,37.784726,-122.412027,1.0,Male,33.0,White,,,,,No Shelter/Outside,No Shelter/Outside,4,5,12,1,7,3,2,9,6,11,10,8,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Released from jail/prison,,
230,R_169c7gYvsN93jEt,2025-07-25 15:50:30,37.784703,-122.412024,"357 Ellis St, San Francisco, CA 94102",address,37.7846891,-122.4120162,1.7,37.784703,-122.412024,0.0,Male,30.0,,Hispanic,,,,No Shelter/Outside,No Shelter/Outside,1,2,7,8,5,9,6,10,3,4,11,12,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Substance abuse
231,R_lakucnlQfiESs51,2025-07-25 15:53:08,37.784722,-122.412032,Bayview and Ceasar Chavez in San Francisco,area_vague,,,,37.784722,-122.412032,0.0,Male,49.0,White,,,,,,No Shelter/Outside,7,3,6,12,5,4,1,10,2,11,9,8,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",Chose to leave due to issues with family/friend/roommate,Divorce/breakup,Could not pay rent,,Eviction,Released from jail/prison,,
232,R_1FrOV4gRGrtWA4K,2025-07-25 16:09:58,37.784699,-122.412029,"99-35 San Bruno Ave, San Francisco, CA 94103",address,37.7690167,-122.4058946,1825.2,37.784699,-122.412029,0.0,Male,57.0,White,,,,,No Shelter/Outside,No Shelter/Outside,7,8,6,3,2,12,4,9,5,11,10,1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
233,R_mWEJU6V9s7P6iFQ,2025-07-25 16:13:08,37.784732,-122.412026,600 25th st san francisco ca,address,37.7530836,-122.3848957,4251.0,37.784732,-122.412026,0.0,Male,44.0,,,Black,,,,No Shelter/Outside,1,7,6,10,4,8,3,12,5,9,11,2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",Chose to leave due to issues with family/friend/roommate,,,,,,,
234,R_af7goFiS725GwUm,2025-07-26 21:53:37,37.821417,-122.287117,"37.8217388, -122.2877575",coord_decimal,37.8217388,-122.2877575,66.7,37.821417,-122.287117,1.0,Male,70.0,,,Black,,,,,1,6,11,2,12,10,4,8,3,5,9,7,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Mom passed away
235,R_b312V7qYApV8YrU,2025-07-26 21:53:38,37.822253,-122.287508," 37.8217388, -122.2877575",coord_decimal,37.8217388,-122.2877575,61.2,37.822253,-122.287508,1.0,Male,49.0,,,,,,,No Shelter/Outside,3,4,12,5,10,1,8,2,6,9,11,7,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,,,,Released from jail/prison,,
236,R_2MZvkfA1Jtkf6KH,2025-07-26 21:53:39,37.822253,-122.287558,"37.8217388, -122.2877575",coord_decimal,37.8217388,-122.2877575,59.8,37.822253,-122.287558,0.0,Female,37.0,,,,,,,,10,3,6,4,12,11,5,8,9,1,7,2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,Eviction,,,
237,R_5U7vmIvkCxMoIj0,2025-07-26 21:53:40,37.822295,-122.287445,"37.8217388, -122.2877575",coord_decimal,37.8217388,-122.2877575,67.7,37.822295,-122.287445,1.0,Male,45.0,White,,,,,,,3,7,11,4,5,2,9,6,8,12,10,1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,Other (Specify),Medical issues stopped workimb
238,R_6ayCUlJ24u1ZdS5,2025-07-26 21:53:41,37.822627,-122.287628,"37.8217388, -122.2877575",coord_decimal,37.8217388,-122.2877575,99.4,37.822627,-122.287628,1.0,Male,41.0,,,Black,,,,,4,1,10,6,11,8,3,7,5,12,2,9,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,,Chose to leave due to issues with family/friend/roommate,,,,,,,
239,R_aVRlNJzUFHcZJPf,2025-07-27 23:52:36,37.818963,-122.276567,"37.8200346, -122.2765402",coord_decimal,37.8200346,-122.2765402,119.2,37.818963,-122.276567,0.0,Male,41.0,,,Black,,,,,2,9,10,5,12,7,3,6,8,11,1,4,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Housed burned down
240,R_41mVysmU33icc9B,2025-07-27 23:52:37,37.823237,-122.266312,"37.8188962, -122.2760618",coord_decimal,37.8188962,-122.2760618,983.0,37.823237,-122.266312,1.0,Male,57.0,,,Black,,,,,7,5,6,2,4,12,9,8,11,1,10,3,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,,,,,,,,Other (Specify),Wife moved and was wupposed to come back
241,R_bRWVuJdkOudJbnv,2025-07-27 23:52:38,37.823438,-122.266142,"37.8188962, -122.2760618",coord_decimal,37.8188962,-122.2760618,1007.1,37.823438,-122.266142,1.0,Female,39.0,White,,,,,,,1,10,5,3,2,8,7,11,4,12,9,6,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,,,,,Other (Specify),Significant other died
242,R_cUCfmzneYbK3DXr,2025-07-27 23:52:39,37.823975,-122.265943,"37.8188962, -122.2760618",coord_decimal,37.8188962,-122.2760618,1053.0,37.823975,-122.265943,0.0,Male,33.0,,Hispanic,,,,,,1,5,10,3,6,8,11,9,4,2,12,7,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Relapsed
243,R_hBnRyW1yis03BdP,2025-07-27 23:52:40,,,"37.8188962, -122.2760618",coord_decimal,37.8188962,-122.2760618,,37.8188962,-122.2760618,0.0,Male,45.0,,,Black,,,,,3,5,6,2,10,9,1,8,4,11,12,7,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Roommate move
244,R_34amuICPKto8y1C,2025-07-27 23:52:41,,,"37.8188962, -122.2760618",coord_decimal,37.8188962,-122.2760618,,37.8188962,-122.2760618,0.0,Male,43.0,White,,,,,,,10,3,6,9,5,4,2,11,7,8,12,1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Rent increase,,,,
245,R_1TzA0NwCgcl3BnO,2025-07-27 23:52:42,37.817458,-122.271385,"37.8188962, -122.2760618",coord_decimal,37.8188962,-122.2760618,440.8,37.817458,-122.271385,0.0,Male,62.0,,,Black,,,,,1,4,2,7,11,8,3,9,10,12,6,5,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,,,,,,Eviction,,,
246,R_0VzHOzGc8GPBEsY,2025-07-27 23:52:43,37.817393,-122.271467,"37.8173068, -122.2715614",coord_decimal,37.8173068,-122.2715614,12.7,37.817393,-122.271467,,Male,60.0,,,Black,,,,,1,6,5,7,9,12,4,3,10,8,11,2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,Could not pay rent,,,,,
