new_id,Response_ID,Recorded_Date,best_lat,best_lon,input_category,distance_m,sweep,gender,age,race_White,race_Hispanic,race_Black,last_30_noshelter,_3year_noshelter,sweeps_100m,closures_100m,sweeps_200m,closures_200m,shelter_aversion_score,top_shelter_attribute,Rank___Level_of_privacy,Rank___Length_allowed_to_stay,Rank___Security_Guards,Rank___Case_Management,Rank___Close_to_transit,Rank___Proximity_to_where_you_st,Rank___Substance_Use_Policy,Rank___Participation_in_rule_mak,Rank___Curfew_Policy,Rank___Pet_Policy,Rank___Partners_Policy,Rank___How_Clean_it_is,Preferred_B1Q1,Preferred_B1Q2,Preferred_B1Q3,Preferred_B1Q4,Preferred_B2Q1,Preferred_B2Q2,Preferred_B2Q3,Preferred_B2Q4,Preferred_B3Q1,Preferred_B3Q2,Preferred_B3Q3,Preferred_B3Q4,Outside_Option_B1Q1,Outside_Option_B1Q2,Outside_Option_B1Q3,Outside_Option_B1Q4,Outside_Option_B2Q1,Outside_Option_B2Q2,Outside_Option_B2Q3,Outside_Option_B2Q4,Outside_Option_B3Q1,Outside_Option_B3Q2,Outside_Option_B3Q3,Outside_Option_B3Q4,trigger___Selected_Choice_Family,trigger___Selected_Choice_Chose_,trigger___Selected_Choice_Divorc,trigger___Selected_Choice_Could_,trigger___Selected_Choice_Rent_i,trigger___Selected_Choice_Evicti,trigger___Selected_Choice_Releas,trigger___Selected_Choice_Other_,trigger___Other__Specify____Text
205,R_lLPlroakFSCTzOu,2025-07-17 11:43:05,37.944235,-122.349667,junk,,0.0,Female,,,,Black,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Security Guards,3.0,6.0,1.0,11.0,5.0,2.0,7.0,9.0,10.0,8.0,4.0,12.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
206,R_oOtvqxhkSA9EveX,2025-07-18 14:41:02,37.784702,-122.412014,area_vague,,1.0,Male,55.0,,Hispanic,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Substance Use Policy,12.0,3.0,5.0,2.0,10.0,6.0,1.0,8.0,7.0,9.0,4.0,11.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
207,R_d9FtIVDkyh7Md4y,2025-07-18 14:59:01,37.784709,-122.412014,area_vague,,1.0,Male,34.0,,,Black,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Substance Use Policy,10.0,5.0,6.0,3.0,2.0,9.0,1.0,11.0,7.0,12.0,8.0,4.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,Eviction,,,
208,R_2Hic4JGmtKUjsnv,2025-07-18 15:23:01,37.78456,-122.411772,address,2935.5,1.0,Male,33.0,,,Black,,No Shelter/Outside,0,0,0,0,1.0,Level of privacy,1.0,5.0,3.0,10.0,6.0,2.0,11.0,7.0,8.0,12.0,9.0,4.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,Other (Specify),Lost job
209,R_3qSQ16MzAYM96E6,2025-07-18 15:53:21,37.784702,-122.412018,address,13745.0,0.0,Male,31.0,,,Black,,,0,0,0,0,1.0,Level of privacy,1.0,6.0,9.0,2.0,10.0,5.0,7.0,3.0,4.0,11.0,8.0,12.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Not on lease
210,R_dtCGW56At1fWWKh,2025-07-18 16:22:05,37.784745,-122.412051,address,6.9,0.0,Female,63.0,,,Black,,,0,0,0,0,0.8333333333333334,Level of privacy,1.0,3.0,2.0,12.0,5.0,10.0,8.0,7.0,6.0,11.0,9.0,4.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Fired of theff and dirty living
211,R_oySrq63Fjk4kX70,2025-07-18 16:28:04,37.784708,-122.412018,address,1297.2,0.0,Male,57.0,,,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Pet Policy,3.0,4.0,7.0,8.0,6.0,9.0,2.0,11.0,5.0,1.0,12.0,10.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Voluntary
212,R_iBdNRxi0nCSpX7S,2025-07-18 16:47:24,37.784717,-122.412029,address,324.3,0.0,Male,33.0,White,,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,0.9166666666666666,Level of privacy,1.0,11.0,8.0,2.0,9.0,3.0,4.0,10.0,6.0,12.0,5.0,7.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,Eviction,,,
213,R_0VMwKZvjU1SQxqz,2025-07-18 16:50:04,37.784708,-122.412009,coord_decimal,133.2,1.0,Female,44.0,White,,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Case Management,3.0,5.0,10.0,1.0,8.0,11.0,12.0,4.0,7.0,9.0,6.0,2.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Partner death
214,R_gFNDFj2o7WqXl8p,2025-07-18 17:10:25,37.784703,-122.412027,area_vague,,0.0,Female,59.0,,,Black,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Security Guards,3.0,5.0,1.0,12.0,6.0,7.0,8.0,4.0,9.0,11.0,10.0,2.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
215,R_f6JZDj7SVd0M8ee,2025-07-18 17:16:04,37.78469,-122.412008,coord_decimal,134.0,1.0,Male,39.0,,,Black,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Participation in rule mak,3.0,8.0,12.0,2.0,4.0,10.0,9.0,1.0,11.0,5.0,7.0,6.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
216,R_nvAGzSgfg7aeE4J,2025-07-25 11:21:55,37.972407,-122.342767,address,3071.5,1.0,Female,34.0,,,,,,0,0,0,0,1.0,How Clean it is,10.0,5.0,7.0,4.0,3.0,2.0,12.0,8.0,6.0,11.0,9.0,1.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,Could not pay rent,,,Released from jail/prison,,
217,R_jB9fEXMelujcvLR,2025-07-25 11:21:56,37.972438,-122.342478,address,22188.7,1.0,Female,30.0,,Hispanic,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Case Management,5.0,8.0,3.0,1.0,2.0,6.0,10.0,4.0,9.0,7.0,12.0,11.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",Chose to leave due to issues with family/friend/roommate,,Could not pay rent,,,,,
218,R_fnkrEKseqscO3kg,2025-07-25 11:21:57,37.955482,-122.335647,missing,,1.0,Female,24.0,,Hispanic,,,,0,0,0,0,1.0,Curfew Policy,10.0,3.0,4.0,12.0,5.0,9.0,7.0,11.0,1.0,6.0,8.0,2.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Released from jail/prison,,
219,R_7iuOiCWpOzm4y7k,2025-07-25 11:21:58,37.944495,-122.349843,address,585.8,0.0,Transgender Man,37.0,,,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,0.5833333333333334,Security Guards,5.0,8.0,1.0,6.0,10.0,9.0,12.0,2.0,11.0,7.0,3.0,4.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
220,R_9lHUUHWupGGzwKI,2025-07-25 11:21:59,37.94425,-122.349627,missing,,0.0,Male,35.0,,Hispanic,,,No Shelter/Outside,0,0,0,0,0.9166666666666666,Partners Policy,8.0,9.0,7.0,5.0,4.0,11.0,12.0,10.0,3.0,6.0,1.0,2.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,,,,
221,R_gvWJbJgioklUz1V,2025-07-25 11:22:00,37.94418,-122.349658,address,569.8,1.0,Male,25.0,,,Black,,,0,0,0,0,0.5833333333333334,Substance Use Policy,12.0,7.0,11.0,2.0,8.0,10.0,1.0,3.0,5.0,6.0,4.0,9.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,,Chose to leave due to issues with family/friend/roommate,,,,,,,
222,R_g9iQbdwhVILt7cV,2025-07-25 11:22:01,37.946885,-122.348273,address,21578.9,1.0,Male,55.0,,Hispanic,,,,0,0,0,0,0.75,How Clean it is,4.0,7.0,9.0,5.0,12.0,3.0,2.0,11.0,10.0,8.0,6.0,1.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
223,R_kAjLtyT0qQi53a0,2025-07-25 11:22:02,37.946578,-122.347577,address,92624.1,1.0,Female,33.0,White,,,,,0,0,0,0,1.0,Length allowed to stay,2.0,1.0,4.0,12.0,11.0,9.0,3.0,6.0,10.0,7.0,5.0,8.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,,,,
224,R_fzALG57iIqHHsF7,2025-07-25 11:22:03,37.934918,-122.361827,address,18223.2,0.0,Transgender Woman,55.0,,,,,,0,0,0,0,1.0,Security Guards,11.0,3.0,1.0,8.0,12.0,5.0,9.0,10.0,7.0,6.0,4.0,2.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
225,R_7GayuJS43rMGwpm,2025-07-25 11:22:04,37.934913,-122.361718,missing,,0.0,Female,42.0,,Hispanic,,,,0,0,0,0,1.0,How Clean it is,9.0,12.0,4.0,10.0,7.0,11.0,6.0,2.0,5.0,8.0,3.0,1.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
226,R_0GXiPsp8tmuVepX,2025-07-25 14:46:09,37.785118,-122.411525,area_vague,,0.0,Male,53.0,,,Black,,No Shelter/Outside,0,0,0,0,0.8333333333333334,Level of privacy,1.0,4.0,5.0,12.0,8.0,9.0,6.0,10.0,3.0,11.0,7.0,2.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,Other (Specify),Timed out of transitional housing znd no hekp to find other housing
227,R_8YS7HJEQFGsBJE0,2025-07-25 15:03:30,37.784917,-122.412075,address,25.9,1.0,Male,49.0,White,,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,0.5,Case Management,2.0,4.0,6.0,1.0,7.0,11.0,3.0,9.0,10.0,8.0,12.0,5.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,,,,Could not pay rent,,,,,
228,R_lmKGb44rTZpmooT,2025-07-25 15:32:08,37.784712,-122.412019,area_vague,,0.0,Male,57.0,White,,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Curfew Policy,3.0,5.0,8.0,9.0,6.0,11.0,2.0,7.0,1.0,12.0,10.0,4.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
229,R_9SesYWHjq92k7ab,2025-07-25 15:34:31,37.784726,-122.412027,address,4.2,1.0,Male,33.0,White,,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Case Management,4.0,5.0,12.0,1.0,7.0,3.0,2.0,9.0,6.0,11.0,10.0,8.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Released from jail/prison,,
230,R_169c7gYvsN93jEt,2025-07-25 15:50:30,37.784703,-122.412024,address,1.7,0.0,Male,30.0,,Hispanic,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Level of privacy,1.0,2.0,7.0,8.0,5.0,9.0,6.0,10.0,3.0,4.0,11.0,12.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Substance abuse
231,R_lakucnlQfiESs51,2025-07-25 15:53:08,37.784722,-122.412032,area_vague,,0.0,Male,49.0,White,,,,No Shelter/Outside,0,0,0,0,1.0,Substance Use Policy,7.0,3.0,6.0,12.0,5.0,4.0,1.0,10.0,2.0,11.0,9.0,8.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",Chose to leave due to issues with family/friend/roommate,Divorce/breakup,Could not pay rent,,Eviction,Released from jail/prison,,
232,R_1FrOV4gRGrtWA4K,2025-07-25 16:09:58,37.784699,-122.412029,address,1825.2,0.0,Male,57.0,White,,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,How Clean it is,7.0,8.0,6.0,3.0,2.0,12.0,4.0,9.0,5.0,11.0,10.0,1.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
233,R_mWEJU6V9s7P6iFQ,2025-07-25 16:13:08,37.784732,-122.412026,address,4251.0,0.0,Male,44.0,,,Black,,No Shelter/Outside,0,0,0,0,1.0,Level of privacy,1.0,7.0,6.0,10.0,4.0,8.0,3.0,12.0,5.0,9.0,11.0,2.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",Chose to leave due to issues with family/friend/roommate,,,,,,,
234,R_af7goFiS725GwUm,2025-07-26 21:53:37,37.821417,-122.287117,coord_decimal,66.7,1.0,Male,70.0,,,Black,,,5,0,9,4,0.6666666666666666,Level of privacy,1.0,6.0,11.0,2.0,12.0,10.0,4.0,8.0,3.0,5.0,9.0,7.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Mom passed away
235,R_b312V7qYApV8YrU,2025-07-26 21:53:38,37.822253,-122.287508,coord_decimal,61.2,1.0,Male,49.0,,,,,No Shelter/Outside,3,0,9,4,0.75,Proximity to where you st,3.0,4.0,12.0,5.0,10.0,1.0,8.0,2.0,6.0,9.0,11.0,7.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,,,,Released from jail/prison,,
236,R_2MZvkfA1Jtkf6KH,2025-07-26 21:53:39,37.822253,-122.287558,coord_decimal,59.8,0.0,Female,37.0,,,,,,3,0,9,4,0.5,Pet Policy,10.0,3.0,6.0,4.0,12.0,11.0,5.0,8.0,9.0,1.0,7.0,2.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,Eviction,,,
237,R_5U7vmIvkCxMoIj0,2025-07-26 21:53:40,37.822295,-122.287445,coord_decimal,67.7,1.0,Male,45.0,White,,,,,3,0,9,4,1.0,How Clean it is,3.0,7.0,11.0,4.0,5.0,2.0,9.0,6.0,8.0,12.0,10.0,1.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,Other (Specify),Medical issues stopped workimb
238,R_6ayCUlJ24u1ZdS5,2025-07-26 21:53:41,37.822627,-122.287628,coord_decimal,99.4,1.0,Male,41.0,,,Black,,,0,0,9,4,0.25,Length allowed to stay,4.0,1.0,10.0,6.0,11.0,8.0,3.0,7.0,5.0,12.0,2.0,9.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,,Chose to leave due to issues with family/friend/roommate,,,,,,,
239,R_aVRlNJzUFHcZJPf,2025-07-27 23:52:36,37.818963,-122.276567,coord_decimal,119.2,0.0,Male,41.0,,,Black,,,0,0,3,3,0.25,Partners Policy,2.0,9.0,10.0,5.0,12.0,7.0,3.0,6.0,8.0,11.0,1.0,4.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Housed burned down
240,R_41mVysmU33icc9B,2025-07-27 23:52:37,37.823237,-122.266312,coord_decimal,983.0,1.0,Male,57.0,,,Black,,,7,6,15,12,0.8333333333333334,Pet Policy,7.0,5.0,6.0,2.0,4.0,12.0,9.0,8.0,11.0,1.0,10.0,3.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,,,,,,,,Other (Specify),Wife moved and was wupposed to come back
241,R_bRWVuJdkOudJbnv,2025-07-27 23:52:38,37.823438,-122.266142,coord_decimal,1007.1,1.0,Female,39.0,White,,,,,6,5,15,12,0.9166666666666666,Level of privacy,1.0,10.0,5.0,3.0,2.0,8.0,7.0,11.0,4.0,12.0,9.0,6.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,,,,,Other (Specify),Significant other died
242,R_cUCfmzneYbK3DXr,2025-07-27 23:52:39,37.823975,-122.265943,coord_decimal,1053.0,0.0,Male,33.0,,Hispanic,,,,6,5,8,7,0.9166666666666666,Level of privacy,1.0,5.0,10.0,3.0,6.0,8.0,11.0,9.0,4.0,2.0,12.0,7.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Relapsed
243,R_hBnRyW1yis03BdP,2025-07-27 23:52:40,37.8188962,-122.2760618,coord_decimal,,0.0,Male,45.0,,,Black,,,0,0,2,2,0.9166666666666666,Substance Use Policy,3.0,5.0,6.0,2.0,10.0,9.0,1.0,8.0,4.0,11.0,12.0,7.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Roommate move
244,R_34amuICPKto8y1C,2025-07-27 23:52:41,37.8188962,-122.2760618,coord_decimal,,0.0,Male,43.0,White,,,,,0,0,2,2,0.75,How Clean it is,10.0,3.0,6.0,9.0,5.0,4.0,2.0,11.0,7.0,8.0,12.0,1.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Rent increase,,,,
245,R_1TzA0NwCgcl3BnO,2025-07-27 23:52:42,37.817458,-122.271385,coord_decimal,440.8,0.0,Male,62.0,,,Black,,,13,13,44,38,0.75,Level of privacy,1.0,4.0,2.0,7.0,11.0,8.0,3.0,9.0,10.0,12.0,6.0,5.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,,,,,,Eviction,,,
246,R_0VzHOzGc8GPBEsY,2025-07-27 23:52:43,37.817393,-122.271467,coord_decimal,12.7,,Male,60.0,,,Black,,,13,13,44,38,0.75,Level of privacy,1.0,6.0,5.0,7.0,9.0,12.0,4.0,3.0,10.0,8.0,11.0,2.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,Could not pay rent,,,,,
