location_raw,district,sensitivity_zone,OPERATION START DATE,OPERATION END DATE,start_date,end_date,duration_days,year,month,year_month,policy_era,intervention_primary,intervention_secondary,is_mixed_intervention,not_executed,is_self_closure,with_outreach,spatial_notes,location_type,location_for_geocoding,latitude,longitude,geocode_source,intervention_raw
2ndSt between Clay St and Washington St,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"2ndSt between Clay Street and Washington Street, Oakland, CA",,,,Closure
19th Ave between Solano Way and International Blvd,D2,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"19th Avenue between Solano Way and International Boulevard, Oakland, CA",,,,Closure
19th Ave between E 12th St and Solano Way,D2,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"19th Avenue between E 12th Street and Solano Way, Oakland, CA",,,,Closure
E. 12th Median : 14th Ave to 19th Ave,D2,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,named_place,"East 12th Median, Oakland, CA",,,,Closure
Broadway between 5th and 6th,D2,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Broadway between 5th and 6th, Oakland, CA",,,,Closure
Broadway between 4th St and 5th St,D2,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Broadway between 4th Street and 5th Street, Oakland, CA",,,,Closure
4th st between Webster St & Franklin St,D2,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"4th st between Webster Street & Franklin Street, Oakland, CA",,,,Closure
4th st between Harrison st and Webster St,D2,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"4th st between Harrison st and Webster Street, Oakland, CA",,,,Closure
Embarcadero West between Clay St and Washington St,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Embarcadero West between Clay Street and Washington Street, Oakland, CA",,,,Closure
Embarcadero West between Washington St and Broadway,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Embarcadero West between Washington Street and Broadway, Oakland, CA",,,,Closure
3rd St between Broadway and Franklin St,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"3rd Street between Broadway and Franklin Street, Oakland, CA",,,,Closure
Embarcadero West between Clay St and Franklin St,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Embarcadero West between Clay Street and Franklin Street, Oakland, CA",,,,Closure
MLk between W Grand Ave & 23rd,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between West Grand Avenue & 23rd, Oakland, CA",,,,Closure
MLK between 23rd & 24th,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between 23rd & 24th, Oakland, CA",,,,Closure
MLK between 24th & 25th,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between 24th & 25th, Oakland, CA",,,,Closure
17th Ave between E 12th St and Solano Way,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"17th Avenue between E 12th Street and Solano Way, Oakland, CA",,,,Closure
17th Ave between Solano Way and International Blvd,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"17th Avenue between Solano Way and International Boulevard, Oakland, CA",,,,Closure
Milton St between Market St and San Pablo Ave,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Milton Street between Market Street and San Pablo Avenue, Oakland, CA",,,,Closure
San Pablo Ave between 27th St and Milton St,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between 27th Street and Milton Street, Oakland, CA",,,,Closure
San Pablo Ave between Milton St & Mead Ave,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between Milton Street & Mead Avenue, Oakland, CA",,,,Closure
Castro St between 12th St & 14th St,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 12th Street & 14th Street, Oakland, CA",,,,Closure
Castro St between 14th St & 15th St,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 14th Street & 15th Street, Oakland, CA",,,,Closure
23rd St. between MLK and San Pablo,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street. between Martin Luther King Jr Boulevard and San Pablo, Oakland, CA",,,,Closure
23rd St between MLK to Northgate,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street between Martin Luther King Jr Boulevard to Northgate, Oakland, CA",,,,Closure
Northgate Ave between W Grand Ave and 23rd St,D3,High,"July 28, 2025","July 31, 2025",2025-07-28,2025-07-31,3,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between West Grand Avenue and 23rd Street, Oakland, CA",,,,Closure
Northgate Ave between 23rd St and 24th St,D3,High,"July 28, 2025","July 31, 2025",2025-07-28,2025-07-31,3,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between 23rd Street and 24th Street, Oakland, CA",,,,Closure
Northgate Ave between 24th St & 25th St,D3,High,"July 28, 2025","July 31, 2025",2025-07-28,2025-07-31,3,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between 24th Street & 25th Street, Oakland, CA",,,,Closure
Northgate Ave between 25th St & Sycamore St,D3,High,"July 28, 2025","July 31, 2025",2025-07-28,2025-07-31,3,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between 25th Street & Sycamore Street, Oakland, CA",,,,Closure
Northgate Ave between Sycamore St & 27th St,D3,High,"July 28, 2025","July 31, 2025",2025-07-28,2025-07-31,3,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between Sycamore Street & 27th Street, Oakland, CA",,,,Closure
MLk between W Grand Ave & 23rd,D3,High,"July 28, 2025","July 31, 2025",2025-07-28,2025-07-31,3,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between West Grand Avenue & 23rd, Oakland, CA",,,,Closure
MLK between 23rd & 24th,D3,High,"July 28, 2025","July 31, 2025",2025-07-28,2025-07-31,3,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between 23rd & 24th, Oakland, CA",,,,Closure
MLK between 24th & 25th,D3,High,"July 28, 2025","July 31, 2025",2025-07-28,2025-07-31,3,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between 24th & 25th, Oakland, CA",,,,Closure
MLK between 25th St & Sycamore St,D3,High,"July 28, 2025","July 31, 2025",2025-07-28,2025-07-31,3,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between 25th Street & Sycamore Street, Oakland, CA",,,,Closure
MLK between Sycamore St & 26th St,D3,High,"July 28, 2025","July 31, 2025",2025-07-28,2025-07-31,3,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between Sycamore Street & 26th Street, Oakland, CA",,,,Closure
MLK between 26th St & 27th St,D3,High,"July 28, 2025","July 31, 2025",2025-07-28,2025-07-31,3,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between 26th Street & 27th Street, Oakland, CA",,,,Closure
Sycamore between Northgate and MLK,D3,High,"July 28, 2025","July 31, 2025",2025-07-28,2025-07-31,3,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Sycamore between Northgate and Martin Luther King Jr Boulevard, Oakland, CA",,,,Closure
Clay st between Embarcadero West and 2nd St,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Clay st between Embarcadero West and 2nd Street, Oakland, CA",,,,Closure
Clay st between 2nd St and 3rd St,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Clay st between 2nd Street and 3rd Street, Oakland, CA",,,,Closure
Clay st between 3rd St and 4th St,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Clay st between 3rd Street and 4th Street, Oakland, CA",,,,Closure
Washington St between 2nd St & Embarcadero West,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Washington Street between 2nd Street & Embarcadero West, Oakland, CA",,,,Closure
Washington St between 2nd St & 3rd St,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Washington Street between 2nd Street & 3rd Street, Oakland, CA",,,,Closure
Washington St between 3rd St & 4th St,D3,High,"July 28, 2025","August 01, 2025",2025-07-28,2025-08-01,4,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Washington Street between 3rd Street & 4th Street, Oakland, CA",,,,Closure
Clay st between 3rd St and 4th St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Clay st between 3rd Street and 4th Street, Oakland, CA",,,,Closure
Washington St between 2nd St & Embarcadero West,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Washington Street between 2nd Street & Embarcadero West, Oakland, CA",,,,Closure
Washington St between 2nd St & 3rd St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Washington Street between 2nd Street & 3rd Street, Oakland, CA",,,,Closure
Washington St between 3rd St & 4th St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Washington Street between 3rd Street & 4th Street, Oakland, CA",,,,Closure
Broadway between Embarcadero West and 2nd St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Broadway between Embarcadero West and 2nd Street, Oakland, CA",,,,Closure
Broadway between 2nd St and 3rd St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Broadway between 2nd Street and 3rd Street, Oakland, CA",,,,Closure
Broadway between 3rd St & 4th St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Broadway between 3rd Street & 4th Street, Oakland, CA",,,,Closure
Franklin st between Embarcadero West and 2nd St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Franklin st between Embarcadero West and 2nd Street, Oakland, CA",,,,Closure
Franklin st between 2nd St and 3rd St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Franklin st between 2nd Street and 3rd Street, Oakland, CA",,,,Closure
Franklin st between 3rd St and 4th St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Franklin st between 3rd Street and 4th Street, Oakland, CA",,,,Closure
4th St between Clay St and Washington St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"4th Street between Clay Street and Washington Street, Oakland, CA",,,,Closure
4th St between Washington St & Broadway,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"4th Street between Washington Street & Broadway, Oakland, CA",,,,Closure
4th St between Broadway and Franklin St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"4th Street between Broadway and Franklin Street, Oakland, CA",,,,Closure
3rd St between Clay St and Washington St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"3rd Street between Clay Street and Washington Street, Oakland, CA",,,,Closure
3rd St between Washington St & Broadway,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"3rd Street between Washington Street & Broadway, Oakland, CA",,,,Closure
3rd St between Broadway and Franklin St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"3rd Street between Broadway and Franklin Street, Oakland, CA",,,,Closure
2ndSt between Clay St and Washington St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"2ndSt between Clay Street and Washington Street, Oakland, CA",,,,Closure
2nd St between Washington St & Broadway,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"2nd Street between Washington Street & Broadway, Oakland, CA",,,,Closure
2nd St between Broadway and Franklin St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"2nd Street between Broadway and Franklin Street, Oakland, CA",,,,Closure
Embarcadero West between Clay St and Franklin St,D3,High,"July 23, 2025","July 25, 2025",2025-07-23,2025-07-25,2,2025,7,2025-07,post_newsom_order,Closure,,False,False,False,False,,intersection,"Embarcadero West between Clay Street and Franklin Street, Oakland, CA",,,,Closure
